article_id,pmid,title,abstract,authors,journal,pub_year,language,source_file
PMID37837312,37837312,Intermittent fasting in the management of diabetes: a review of glycemic control and safety.,"Intermittent fasting (IF) regimens have emerged as a dietary tool to improve the glycemic profile, but a critical appraisal of clinical studies assessing the effects of IF regimens in patients with diabetes is needed. Thus, this review encompasses clinical studies examining the impact of different IF regimens on markers of glycemic control in patients with diabetes. Furthermore, clinical nuances relative to pharmacological treatment are also addressed, mainly insulin therapy, to discuss the risk of hypoglycemic events. Only a handful of clinical studies have investigated the effects of IF on patients with diabetes. Overall, IF regimens may elicit modest benefits on glycemic parameters in patients with diabetes, but their effects are not necessarily greater than those of control diets. Last, although IF regimens may be considered safe for patients receiving insulin therapy within interventional and observational research, markers of glycemic control must be constantly monitored in clinical practice to reduce the risk of hypoglycemia and its related complications.",Santos Heitor O,Nutr Rev,2024,en,insulin.csv
PMID17682113,17682113,Insulin therapy for maximal glycemic control in type 2 diabetes mellitus.,"Type 2 diabetes mellitus is on the rise, yet glycemic control continues to elude patients-and their physicians. During the past decade, the use of insulin monotherapy has decreased while the use of oral antidiabetic agents (either alone or in combination with insulin injections) has increased. The continued prevalence of the disorder, changes in prescribing patterns, and recent data indicating that only one third of patients with type 2 diabetes mellitus achieve glycemic control underscore the need for physicians to reevaluate the clinical management of this now common disorder. Insulin analogs provide flexibility in the delivery of insulin therapy for this population. Although potential barriers and complications to initiation exist, patients should understand that achieving and maintaining glycemic control reduces the risk of long-term complications as a result of type 2 diabetes mellitus. Physicians are encouraged to actively identify and address patient concerns about this treatment modality.",Spellman Craig W,J Am Osteopath Assoc,2007,en,insulin.csv
PMID22575412,22575412,Insulin therapy in pregnancy.,"Insulin therapy is essential for optimal glycemic control during pregnancy in women with type 1 diabetes and is frequently required to optimize control in women with type 2 diabetes. Less commonly, women with gestational diabetes mellitus (GDM) require insulin for glycemic control. However, because of its greater prevalence, GDM is the most common reason for insulin use in pregnancy. The most frequently used insulin regimen in pregnancy is a basal/bolus combination of long- and short-acting insulin preparations. There is no evidence base to support one treatment regimen over another. Therapy should be individualized and based on local expertise.",McElduff Aidan; Moses Robert G,Endocrinol Metab Clin North Am,2012,en,insulin.csv
PMID23435441,23435441,Glycemic management of diabetes by insulin therapy.,"Recent technological innovations as insulin analogue formulation, devices for insulin delivery and glucose monitoring have allowed diabetic patients to improve their glycemic control and decrease their level of burden due to diabetes. Intensive insulin therapy via insulin pens, subcutaneous or intraperitoneal insulin infusions using pumps instead of vials and syringes, are associated with improved absorption reproducibility, HbA1c levels, reduced risk of hypo- or hyperglycemia, and increased quality of patient's life. These currently used systems are discussed in this review as well as the future of exogenous insulin therapy: closed loop system, the artificial pancreas, and oral insulin delivery. Glucose homeostasis is directly linked to glycemic regulated by portal insulin administration, thus endogenous insulin therapy might be the most promising treatment to ""cure"" diabetes. Consequently, pancreas and islet transplantation, and the bioartificial pancreas are described.",Reix N; Sigrist S; Heurtault B; Agin A; Moreau F; Pinget M; Jeandidier N,Minerva Endocrinol,2013,en,insulin.csv
PMID23953076,23953076,Initiating basal insulin therapy in type 2 diabetes: practical steps to optimize glycemic control.,"Primary care practitioners are increasingly responsible for the management of the escalating numbers of patients with type 2 diabetes. The majority of these patients will require insulin replacement therapy as their disease progresses, because glycemic control is often unsustainable using oral antidiabetic drugs. This review explains the practicalities of initiating and optimizing basal insulin in clinical practice, emphasizing the need for regular glycated hemoglobin (A1c) monitoring to allow timely initiation of insulin when the A1c target is not met. The importance of patient education in overcoming barriers to insulin is discussed, as well as the choice of available basal insulins and the necessity to optimize basal insulin dosage by self-titration. The traditional view of insulin therapy as a last resort is challenged with the modern basal insulin analogues (insulin detemir and insulin glargine), which offer simple and effective glycemic control with a reduced risk of hypoglycemia compared with older insulin formulations such as neutral protamine Hagedorn.",Philis-Tsimikas Athena,Am J Med,2013,en,insulin.csv
PMID35211212,35211212,Current State and Principles of Basal Insulin Therapy in Type 2 Diabetes.,"Treatment with basal insulins is a fundamental part of management in many patients with type 2 diabetes mellitus. Multiple management schemes may be indicated in these individuals, for example, the use of oral antihyperglycemic agents with basal insulins (basal-supported oral therapy) or the combinations of basal insulins with glucagon-like peptide-1 receptor agonists; each of these strategies makes it easier to achieve glycemic control goals. A basic knowledge of the physiology, pharmacodynamic and pharmacokinetic aspects of the different basal insulins is essential to achieve treatment goals and compliance. This review addresses the principles of management with basal insulins.",Vargas-Uricoechea Hernando,J Clin Med Res,2022,en,insulin.csv
PMID37939463,37939463,The prevalence of glycemic control in patients with type 2 diabetes treated with insulin: a systematic review and meta-analysis.,"[OBJECTIVES] To estimate the overall prevalence of glycemic control among patients with type 2 diabetes (T2D) treated with insulin. [STUDY DESIGN] Systematic review and meta-analysis. [METHODS] A systematic search was performed in PubMed, EMBASE, Cochrane CENTRAL, and ProQuest Dissertation and Theses from 2000 to January 2022. Cross-sectional studies were included if they were conducted on more than 292 patients with T2D and reported the number of insulin-treated patients who were justified as achieving glycemic control. The Joanna Briggs Institute critical appraisal checklist was used to assess the quality of the included studies. Pooled estimates of the prevalence of glycemic control were calculated and reported with a 95% confidence interval (95% CI) using a random-effects model. All analyses were conducted using RStudio Version 2022.02.0, Build 443 (meta package). [RESULTS] A total of 42 studies (234,345 patients) met the inclusion criteria and were classified as having a low risk of bias. The overall estimated prevalence of glycemic control to insulin therapy among patients with T2D was 26.02% (95% CI: 23.17, 29.08). A subgroup of 34 studies that set the target HbA1c <7% showed that 23.75% (95% CI: 21.47, 26.18) of patients with T2D treated with insulin were justified as achieving good glycemic control. [CONCLUSIONS] This study provided summative evidence that glycemic control among patients with T2D treated with insulin was suboptimal and should be appropriately addressed.",Pitak P; Tasai S; Kumpat N; Na Songkla P; Fuangchan A; Krass I; Dhippayom T,Public Health,2023,en,insulin.csv
PMID12643106,12643106,New aspects of insulin therapy in type 1 and type 2 diabetes.,"Tight control of the blood glucose level decreases the frequency of complications of both type 1 and type 2 diabetes mellitus. Until recently, the available short, intermediate, and long-acting forms of insulin could not readily be used to achieve tight glycemic control without introducing an unacceptably high risk of hypoglycemia or demanding an impracticably rigid lifestyle. With the introduction of faster-acting insulin analogues, lispro and aspart, and a peakless long-acting insulin analogue, glargine, the goal of safe and effective tight glycemic control may now be within reach for many patients. The use of these new insulins allows the clinician and patient an expanded range of options for achieving good control of fasting and postprandial blood glucose levels.",Dills D G,Curr Diab Rep,2001,en,insulin.csv
PMID37898336,37898336,Injectable systems for long-lasting insulin therapy.,"Insulin therapy is the mainstay to treat diabetes characterizedd by hyperglycemia. However, its short half-life of only 4-6 min limits its effectiveness in treating chronic diabetes. Advances in recombinant DNA technology and protein engineering have led to several insulin analogue products that have up to 42 h of glycemic control. However, these insulin analogues still require once- or twice-daily injections for optimal glycemic control and have poor patient compliance and adherence issues. To achieve insulin release for more than one day, different injectable delivery systems including microspheres, in situ forming depots, nanoparticles and composite systems have been developed. Several of these delivery systems have advanced to clinical trials for once-weekly insulin injection. This review comprehensively summarizes the developments of injectable insulin analogs and delivery systems covering the whole field of injectable long-lasting insulin technologies from prototype design, preclinical studies, clinical trials to marketed products for the treatment of diabetes.",Niloy Kumar Kulldeep; Lowe Tao L,Adv Drug Deliv Rev,2023,en,insulin.csv
PMID19015764,19015764,Gestational diabetes mellitus.,"Gestational diabetes mellitus (GDM) affects between 2% and 5% of pregnant women. Data show that increasing levels of plasma glucose are associated with birth weight above the 90th percentile, cord blood serum C-peptide level above the 90th percentile, and, to a lesser degree, primary cesarean deliveries and neonatal hypoglycemia. Risk factors for GDM include history of macrosomia, strong family history of diabetes, and obesity. Screening protocol for GDM is controversial; some recommend a universal approach, whereas others exempt low-risk patients. The cornerstone of management is glycemic control. Quality nutritional intake is essential. Patients with GDM who cannot control their glucose levels with diet alone will require insulin. There is no consensus as to when to initiate insulin therapy, but more conservative guidelines are in place to help minimize macrosomia and its associated risks to the infant. It is generally recommended that pregnancies complicated by GDM do not go beyond term.",Gilmartin Amanda Bird Hoffert; Ural Serdar H; Repke John T,Rev Obstet Gynecol,2008,en,insulin.csv
PMID33278017,33278017,Inpatient Hyperglycemia Management and COVID-19.,"Diabetes is one of the most common comorbidities in hospitalized patients with coronavirus disease 2019 (COVID-19). Inpatient hyperglycemia during this pandemic has been associated with worse outcomes, so it is mandatory to implement effective glycemic control treatment approaches for inpatients with COVID-19. The shortage of personal protective equipment, the need to prevent staff exposure, or the fact that many of the healthcare professionals might be relatively unfamiliar with the management of hyperglycemia may lead to worse glycemic control and, consequently, a worse prognosis. In order to reduce these barriers, we intend to adapt established recommendations to manage hyperglycemia during this pandemic in critical and noncritical care settings.",Bellido Virginia; Pérez Antonio,Diabetes Ther,2021,en,insulin.csv
PMID38573469,38573469,The Current and Future Role of Insulin Therapy in the Management of Type 2 Diabetes: A Narrative Review.,"Early initiation of intensive insulin therapy has been demonstrated to be effective in controlling glycemia and possibly preserving beta-cell function. Innovations in insulin formulations and delivery systems continue. However, we have seen an acceleration in the development of new classes of diabetes medications for individuals with type 2 diabetes and obesity, such as, for example, glucagon-like peptide-1 receptor agonists (GLP-1 RAs). These formulations have been shown to confer significant benefits in achieving good glycemic control with reduced hypoglycemia risk, weight loss, and cardiorenal protection. Therefore, it is reasonable to question whether there is still a role for insulin therapy in the management of type 2 diabetes. However, there are clear limitations inherent to GLP-1 RA therapy, including high rates of suboptimal adherence and treatment discontinuation due to high cost and side effects, which diminish long-term efficacy, and supply issues. In addition, newer formulations have shown improvements in convenience and tolerability, and have been shown to be even more effective when used in conjunction with basal insulin. In this narrative review, we discuss current evidence that supports GLP-1 RA use in combination with insulin therapy and the potential pitfalls of reliance on GLP-1 RAs as a substitute for insulin therapy.",McGill Janet B; Hirsch Irl B; Parkin Christopher G; Aleppo Grazia; Levy Carol J; Gavin James R,Diabetes Ther,2024,en,insulin.csv
PMID19008977,19008977,Treating hyperglycemia and diabetes with insulin therapy: transition from inpatient to outpatient care.,"[CONTEXT] Intensive insulin therapy is recommended to control glucose elevations in the critically ill and has been shown to significantly improve outcomes among hospital inpatients with acute hyperglycemia or newly diagnosed diabetes. Once discharged, the hyperglycemic patient may require ongoing outpatient care, most often under the attention of a primary care physician. [EVIDENCE ACQUISITION] The purpose of this review is to provide a background of in-hospital hyperglycemia management and discharge planning in preparation for continued outpatient care. Primary data sources were identified through a PubMed search (1990-2007) using keywords, such as diabetes, hyperglycemia, in-hospital, discharge, and insulin. [EVIDENCE SYNTHESIS] Hyperglycemia protocols with strict glycemic goals have been shown to improve morbidity and mortality among critically ill inpatients. Discharge planning should prepare patients for self-care and give them the survival skills necessary to maintain glycemic control. In preparation for discharge, patients are usually transitioned from insulin infusions to subcutaneous insulin administered through an appropriate basal-prandial regimen. [CONCLUSION] A thorough understanding of hyperglycemia history and treatment will allow the primary care physician to deliver optimal diabetes care and thereby improve both short-term and long-term outcomes for those patients with critical illnesses and hyperglycemia or diabetes.",Lavernia Frank,Medscape J Med,2008,en,insulin.csv
PMID24170333,24170333,Basal-bolus insulin therapy and glycemic control in adult patients with type 2 diabetes mellitus: a review of the literature.,"[PURPOSE] To present an integrative review related to basal-bolus insulin therapy and glycemic control in adult patients with type 2 diabetes mellitus. [DATA SOURCES] A search of the Cochrane, Medline (first search and PubMed), and CINAHL electronic databases was conducted from 2004 through 2011 using the search terms ""basal-bolus insulin therapy, sliding scale insulin, glycemic control, and adult."" [CONCLUSIONS] Comparisons were made of glycemic control, safety, adverse events, body weight, and insulin dose showing basal-bolus insulin therapy to be at least equal, if not superior to sliding scale insulin for the patient with type 2 diabetes mellitus. Overall patients using basal-bolus insulin therapy experienced better glycemic control, fewer hypoglycemic events, and had less weight gain. [IMPLICATIONS FOR PRACTICE] Basal-bolus insulin therapy is recommended over sliding scale insulin for achieving glycemic control in both the inpatient and outpatient setting because of a reduced number of occurrences of hyper- or hypoglycemic events. This could translate to decreased hospitalizations, decreased length of stay, decreased healthcare costs, and improved patient outcomes.",Jackson Bridget; Grubbs Laurie,J Am Assoc Nurse Pract,2014,en,insulin.csv
PMID40587391,40587391,Once-weekly basal insulin therapy in type 1 diabetes: A paradigm shift or a work in progress?,"[PURPOSE] Type 1 diabetes mellitus (T1DM) requires lifelong basal and bolus insulin therapy to maintain glycemic control, often necessitating multiple daily injections. Recently, the development of once-weekly basal insulin formulations, insulin icodec and insulin efsitora alfa, has introduced the possibility of reducing injection burden while preserving efficacy. This review evaluates the pharmacological properties, clinical trial data, patient considerations, and regulatory landscape of these novel therapies to determine their potential role in T1DM management. [SUMMARY] Insulin icodec and insulin efsitora alfa utilize distinct structural modifications to extend their duration of action, allowing for weekly dosing. Insulin icodec achieves prolonged activity through enhanced albumin binding and reduced insulin receptor affinity, while insulin efsitora alfa utilizes Fc-fusion technology and neonatal Fc receptor recycling. Phase 3 trials (the ONWARDS-6 trial for insulin icodec and the QWINT-5 trial for insulin efsitora), demonstrated that both insulins achieved glycemic control comparable to that provided by once-daily basal insulin degludec. However, both formulations were associated with a higher incidence of hypoglycemia, particularly during the titration period. Additionally, patient-reported outcomes varied, with insulin efsitora being associated with greater treatment satisfaction than insulin icodec. [CONCLUSION] Once-weekly basal insulin represents a potential paradigm shift in T1DM management, offering convenience but presenting challenges related to hypoglycemia risk, patient acceptance, and regulatory hurdles. Further research is needed to refine titration protocols, identify optimal patient populations, and address safety concerns before these therapies can become standard of care.",Meier Mackenzi; Hagans Jakese; Brackett Christopher,Am J Health Syst Pharm,2025,en,insulin.csv
PMID37492355,37492355,CELEBRATING 100 YEARS OF INSULIN USE.,"The year 2022 marked the one-hundredth anniversary of the first application of insulin. November 14th, the birth date of one of its main discoverers, Frederick Banting, was designated as World Diabetes Day. This paper comprises a narrative review of the history of the discovery of diabetes and insulin, progress in insulin development, important breakthroughs in insulin production and delivery, and a short commentary regarding potential future developments in insulin treatment. Diabetes, as one of the earliest recorded illnesses in medical writings, has been a focus of research for almost the entire written human history. Groundbreaking discoveries during the early 20th century have resulted in type 1 diabetes mellitus becoming a treatable, chronic condition. The relationship between good glycemic control and reduced occurrence of diabetes complications was established, which has enticed further development and refinements in insulin treatment, ranging from the purification and increased quality of insulin itself, as well as various inventions in its administration. Despite great achievements in insulin therapy so far, future research aims to avoid the need for subcutaneous administration and to create non-invasive means of insulin application.",Šakić Zrinka; Rudež Kristian Dominik; Radoš Kajić Anica; Klobučar Majanović Sanja; Rahelić Dario,Acta Clin Croat,2022,en,insulin.csv
PMID33666097,33666097,Adherence and Persistence to Insulin Therapy in People with Diabetes: Impact of Connected Insulin Pen Delivery Ecosystem.,"Diabetes is an increasing public health problem, and insulin is the mainstay for treatment of type 1 diabetes. In type 2 diabetes treatment, insulin therapy is used after oral or other injectable agents become inadequate to achieve glycemic control. Despite the advances in insulin therapy, management of diabetes remains challenging. Numerous studies have reported low adherence and persistence to insulin therapy, which acts as a barrier to successful glycemic control and diabetes management. The aim of this targeted review article is to provide an overview of adherence and persistence to insulin therapy in people with diabetes and to discuss the impact of the emergence of a new connected ecosystem of increasingly sophisticated insulin pens, glucose monitoring systems, telemedicine, and mHealth on diabetes management. With the emergence of a connected diabetes ecosystem, we have entered an era of advanced personalized insulin delivery, which will have the potential to enhance diabetes self-management and clinical management. Early systems promise to unlock the potential to address missed or late bolus insulin delivery, which should help to address non-adherence and non-persistence. Over time, improvements in this ecosystem have the potential to combine insulin data with previously missing contextualized patient data, including meal, glucose, and activity data to support personalized clinical decisions and ultimately revolutionize insulin therapy.",Steenkamp Devin; Eby Elizabeth L; Gulati Nany; Liao Birong,J Diabetes Sci Technol,2022,en,insulin.csv
PMID38313848,38313848,"Individualized intensive insulin therapy of diabetes: Not only the goal, but also the time.","Intensive insulin therapy has been extensively used to control blood glucose levels because of its ability to reduce the risk of chronic complications of diabetes. According to current guidelines, intensive glycemic control requires individualized glucose goals rather than as low as possible. During intensive therapy, rapid blood glucose reduction can aggravate microvascular and macrovascular complications, and prolonged overuse of insulin can lead to treatment-induced neuropathy and retinopathy, hypoglycemia, obesity, lipodystrophy, and insulin antibody syndrome. Therefore, we need to develop individualized hypoglycemic plans for patients with diabetes, including the time required for blood glucose normalization and the duration of intensive insulin therapy, which deserves further study.",Hu Yun; Chen Hong-Jing; Ma Jian-Hua,World J Diabetes,2024,en,insulin.csv
